"","study","vp","reward_b1","reward_b2","reward_b3","reward_b4","choice","rt"
"142","chakroun",1,51.9007394156581,59.2705350794485,65.9177671157535,54.8186293704554,3,0.342523578579858
"143","chakroun",1,59.3969378833376,66.3064939895652,69.9297667079403,61.0285979147933,3,0.381350983698212
"144","chakroun",1,52.675830371976,62.6022783071152,61.0904528365927,50.1541382096699,3,0.344658144380446
"145","chakroun",1,41.7601631141933,53.2362211342908,52.4240318438626,41.2216635407786,2,0.432154501801051
"146","chakroun",1,44.652748133431,56.5185034070789,53.9808657126972,44.1321998882799,4,0.391478729748997
"147","chakroun",1,47.7700995278697,63.7063144769831,63.5189575885466,52.3102110580653,2,0.398101934708393
"148","chakroun",1,43.8947585738278,58.587249744075,53.6101559348097,49.9849115689338,1,0.443225975493988
"149","chakroun",1,53.1673603091464,67.154597620514,67.1506113818623,56.7683091054763,2,0.331688452581147
"150","chakroun",1,53.7035258355533,68.1022927024606,65.0883831441,43.4036951377636,2,0.341402124711749
"151","chakroun",1,47.053066064115,58.8448280770254,59.7013986189865,35.4479129844261,2,0.822048975973303
"152","chakroun",1,51.2570462603023,62.5708980355934,62.5327514587239,35.8501126495177,3,0.33962150217485
"153","chakroun",1,43.556721651209,52.0523458412491,61.5111297976993,27.7081429258981,1,0.383913492460124
"154","chakroun",1,53.4447728052086,58.941163054344,74.2136292423467,36.4654455227135,4,0.311596934014233
"155","chakroun",1,48.4009009106771,54.385709227253,66.0885522906928,34.4292268798014,3,0.367542385392881
"156","chakroun",1,49.1532276413337,55.8360402977046,65.8012424758395,35.4282718748805,3,0.409200688782221
"157","chakroun",1,43.6027093588142,50.5876984246095,59.4590119699903,22.6306106955383,3,0.336485703513972
"158","chakroun",1,43.1720147129875,48.2746699250888,59.2721449858797,19.507032483213,2,0.383829745744151
"159","chakroun",1,54.0452471669341,50.7508817388107,62.06272712287,27.0109100802887,3,0.373303667736764
"160","chakroun",1,51.0357974557014,41.0799849581188,60.3512534670203,17.4347120107633,3,0.491918531412011
"161","chakroun",1,55.8271207862685,43.5623159179265,59.8802585964689,24.831958972812,3,0.403099784227379
"162","chakroun",1,58.7980665982318,43.9639995947382,61.0460345782957,26.4207684433144,3,1.00436242889191
"163","chakroun",1,57.7241396063021,44.9771228203895,61.2028501121936,29.6712694536555,4,0.459592057737609
"164","chakroun",1,53.4345468673489,52.1486762143948,64.6703043823237,28.5198940156535,2,0.337834184172607
"165","chakroun",1,54.0819752941307,49.09884046143,64.8757664045487,28.9137498579431,3,0.66459441587358
"166","chakroun",1,55.01722980529,48.8953712341035,63.7548693484459,27.2635908581941,3,0.522365830593117
"167","chakroun",1,48.8470780618317,47.6073917833579,55.3454390541901,23.501815491124,3,0.387146940429375
"168","chakroun",1,54.9561068630411,53.2520747509865,65.1159850386665,30.9122988005229,3,0.453549811985795
"169","chakroun",1,45.9177572625666,48.753293327989,62.1502960846669,19.5544742354869,3,0.703241301125672
"170","chakroun",1,50.1545147674506,54.146075492646,67.9756432141301,27.5795902535596,3,0.492802671713434
"171","chakroun",1,40.2472386386908,50.4889567594735,62.8862283483241,27.0656267466867,3,0.516416769873103
"172","chakroun",1,42.6934967908097,46.3941766571896,68.0423303750734,23.3135719179984,3,0.39373037975929
"173","chakroun",1,44.8417235292992,52.4747706811683,72.4557731142094,30.0332571803417,3,0.324696102368762
"174","chakroun",1,45.8033246805861,49.1412566393054,73.1468587346867,28.4209702048661,3,0.464425812262562
"175","chakroun",1,45.279886476025,46.0945756646553,79.7339081913502,28.0743052894979,3,0.38187270510025
"176","chakroun",1,42.0957291402332,36.4761907871973,71.8272548667356,16.6751484728999,3,0.404615108429425
"177","chakroun",1,39.2893450956584,38.1029338876106,75.8938838075177,11.7306520433702,3,0.31981780514252
"178","chakroun",1,51.6253220717658,46.6107303113183,89.284249634055,24.5605887333507,3,0.346249776361219
"179","chakroun",1,60.4816188767287,46.3849266679232,92.14459764608,30.2215501450304,3,0.489513904243722
"180","chakroun",1,55.460736489464,37.8163617329983,92.1859978295973,31.9110281618307,3,0.427377129586603
"181","chakroun",1,51.6772086893243,31.5276026102321,90.2949267835327,29.2231633976587,3,0.329381147945242
"182","chakroun",1,54.7939992934781,33.8618489657542,88.864723237162,29.416049620692,3,0.45282384436905
"183","chakroun",1,60.7888855774719,37.3205924836449,88.6044730068361,31.7320655962643,3,0.653423531834051
"184","chakroun",1,66.9928357658813,40.5158472344854,92.7330559793214,36.3158141087976,3,0.353099083080451
"185","chakroun",1,60.1243321207696,40.3837719338933,92.4467065484444,35.7440078856741,3,0.423628909120453
"186","chakroun",1,53.8740523520149,30.5400495295269,79.3024626808149,28.1653460888397,3,0.336594135689666
"187","chakroun",1,56.7965182574495,24.6201364344081,82.5277741858416,25.8446103594473,3,0.413105061765236
"188","chakroun",1,66.1835052008331,36.270393629205,87.8972280971956,34.5923309502346,3,0.491859070154533
"189","chakroun",1,59.2143422638393,26.3652257831523,78.5277478710296,20.2006943032658,3,0.379897017126495
"190","chakroun",1,67.6828019806575,30.4371372544934,82.6208990953869,28.0451711161145,3,0.426444571625325
"191","chakroun",1,68.2669382068951,34.0901342640455,89.4969343277238,35.5986862166975,3,0.363590530574584
"192","chakroun",1,62.6859975532111,32.2702951096999,84.9400491283516,32.1729553450521,3,0.579624276382674
"193","chakroun",1,64.8932289026213,35.6480762665451,89.7066490602641,36.4635154394093,3,0.414722507211991
"194","chakroun",1,64.0202347833166,32.6581383955542,81.158066728598,30.2393068233028,3,0.416160602173477
"195","chakroun",1,65.0715701804392,34.8635029479736,86.0453205165334,32.4921480164149,3,0.634048350540979
"196","chakroun",1,71.3382352140938,35.6091099684397,88.1611725193217,38.775272575725,3,0.689457675123776
"197","chakroun",1,62.2213526919901,32.9944714295146,85.8577875000369,30.6673260486358,3,0.389543942163073
"198","chakroun",1,64.1553126819976,34.8694039972488,87.9591977911722,34.6006053453525,3,0.387297140803639
"199","chakroun",1,68.3751853434677,46.0430697001429,90.1802782726605,45.0212430111942,3,0.65895224322594
"200","chakroun",1,60.399859632809,44.4551566633976,86.3817657783925,41.1983429457446,3,0.340931876460672
"201","chakroun",1,59.2596027900409,43.1911745744367,84.9995518713746,35.4971949739281,3,0.390433740321896
"202","chakroun",1,56.3464203836471,47.6234281547127,83.0699235897338,37.2549801817382,3,0.459012038980291
"203","chakroun",1,58.9526828303238,50.2615422624073,81.460872024327,42.0647743828115,3,0.615658979690124
"204","chakroun",1,66.3970925802596,57.3911798835378,89.1199899432843,49.8724333347967,3,0.737236401026166
"205","chakroun",1,53.6890367357764,47.0580451981508,79.3527816643555,37.6720838684173,3,0.443901894966984
"206","chakroun",1,54.4558832484677,45.7830543023351,75.4462937212204,35.3426340556083,3,0.591919792517729
"207","chakroun",1,62.1308174389245,50.3188642794953,81.4334581983898,42.1134180173848,3,0.654386714262728
"208","chakroun",1,53.4567733748841,43.5807386196832,74.2191089775246,37.0341164266397,3,0.427163299402309
"209","chakroun",1,54.6742565551447,45.6726659584359,84.1335299390643,45.2716028309746,3,0.389541416696375
"210","chakroun",1,48.0786392294888,39.0287708357349,74.3163598312037,34.8183165567088,3,0.629342760032159
"211","chakroun",1,38.2101257804274,32.2989505161738,61.296116880769,30.3969622052039,3,0.485776282273946
"212","chakroun",1,48.1882091865662,39.1875293556064,72.0858122254612,43.304012620185,2,0.391835950838868
"213","chakroun",1,54.8250226551554,43.0879428727418,74.5983888284337,44.4421716325973,1,0.674756084110413
"214","chakroun",1,44.9671128010336,39.0796536698417,66.9679576463967,41.6752861312064,4,0.485818812616344
"215","chakroun",1,47.4055034600191,44.026436715736,65.1093074145193,39.4348066255574,1,0.436370777362754
"216","chakroun",1,50.792895183229,45.4702397810986,64.3666678059576,35.4793601100565,3,0.361823971386912
"217","chakroun",1,52.1503802260636,46.733511023637,62.0463518645482,30.5552372870969,3,0.898542616812847
"218","chakroun",1,47.8637755239704,49.5701508736626,61.7365163350318,25.8768323470725,1,0.788646506905934
"219","chakroun",1,46.9556954935575,51.620008412503,64.1541036706388,26.0898674568439,2,0.385916395460299
"220","chakroun",1,45.4932329817587,48.6638158046086,69.2617293120807,25.2427285685437,3,0.444341941676612
"221","chakroun",1,43.5975712464189,45.721415224266,71.0592990335794,26.4362979184063,3,0.405169540517818
"222","chakroun",1,38.7425086995991,43.9915342595124,62.7472520330526,25.6614480646397,3,0.654062758718283
"223","chakroun",1,38.8042467133111,41.4230671687926,53.6932405399031,23.8738362353373,3,0.377227511671663
"224","chakroun",1,40.9421920883384,43.7283814269631,60.7058252618717,36.2300696877323,2,0.422654715795943
"225","chakroun",1,38.8099933914767,41.6612420654953,62.0024942873581,39.7875205365838,3,0.675514456213932
"226","chakroun",1,44.5574405609828,42.9336644784185,65.5522890513193,39.4944041681402,0,NA
"227","chakroun",1,37.943373135967,40.2829977640898,67.0993047987796,34.2685301721292,3,0.325667737197364
"228","chakroun",1,27.9208999235748,26.8331544169379,55.6336637173882,27.026940270171,3,0.426175931859689
"229","chakroun",1,40.4510044474087,32.3028286886532,61.9613697204136,35.0564128083157,2,0.354657106890954
"230","chakroun",1,38.5541169360674,37.7067802728233,59.9909618586087,35.4531942373593,1,0.350667227596205
"231","chakroun",1,41.6295877738274,37.0497420648219,59.9413923525266,38.6058272247724,4,0.391341328479029
"232","chakroun",1,42.9565929787723,40.476783450232,61.384406631435,31.2946051323343,3,0.308768285911356
"233","chakroun",1,45.9868855426003,44.7790582197476,65.0958255926333,34.4613631136677,3,0.352623541080902
"234","chakroun",1,48.2236479976755,45.0900305317185,64.3208794027331,34.2713116352401,3,0.404511081238525
"235","chakroun",1,36.0021049438014,32.741850848366,53.2837130833101,26.6415336232946,3,0.396935252201729
"236","chakroun",1,56.8614939721215,53.7973146922133,70.444628712675,46.6231621553369,2,0.369737234950662
"237","chakroun",1,48.4257873842063,48.0723554044477,62.4857786523236,38.7142424785407,3,0.354776971445972
"238","chakroun",1,50.4008721963575,46.9898067600783,63.8855245086112,44.6648774420209,3,0.39032011724521
"239","chakroun",1,43.8989472758671,49.2997698943356,65.9637164184614,44.7062933909812,3,0.493372656612337
"240","chakroun",1,35.3757688549706,44.9311971717737,65.5894312027331,41.4494145820902,3,0.417002911051895
"241","chakroun",1,45.5647706127323,43.8120886553517,66.0129159031929,48.1487497973934,3,0.551594963488242
"242","chakroun",1,49.3782998379805,39.0142134196335,63.8381868235538,46.0856208201365,3,0.375810355955764
"243","chakroun",1,55.3635068108298,42.3632518538395,65.6351337870006,52.4897288764983,3,0.93384821798827
"244","chakroun",1,49.2106249325312,47.4586921272189,68.3419269429925,53.5742919072327,3,0.312776338356343
"245","chakroun",1,46.2379499713987,46.1013063929624,70.3883560474236,50.9637544247876,3,0.339061721459075
"246","chakroun",1,48.5099740260854,50.8394934633685,71.1057285187548,54.6242232847926,3,0.372088618199996
"247","chakroun",1,47.1970539648909,55.4373708328341,64.5915266443503,56.9992055535479,3,0.369956355691102
"248","chakroun",1,41.0164288145748,50.6253133245544,57.556946465325,53.5094212944905,3,0.373420772897589
"249","chakroun",1,41.1790470072345,49.6916107593578,57.4927024138123,47.4651679580727,2,0.635153864408494
"250","chakroun",1,39.177312863343,47.3572276759895,56.3003802062745,50.2746495964952,1,0.442496417630537
"251","chakroun",1,41.1434249363335,47.5500047599716,56.9528551604239,55.2501098094142,4,0.447351048016571
"252","chakroun",1,51.6889587507794,55.0427223443491,68.3410700813636,61.0089735090948,3,0.331601972420685
"253","chakroun",1,48.0744906378664,44.1302534656784,57.6613960067983,55.4751874845964,3,0.317348141290495
"254","chakroun",1,49.8740721549008,37.0642675580647,58.6028852718596,49.8966765227409,3,0.366204013727838
"255","chakroun",1,47.0311929229001,36.686258912973,56.9476629402765,48.381042017163,3,0.423896874855927
"256","chakroun",1,53.0993091741271,44.1956230100904,63.8132309734277,53.9380880406635,4,0.364422970233136
"257","chakroun",1,55.1562956122104,44.8114841026489,66.1878135612998,58.3463380722185,3,0.415655798018634
"258","chakroun",1,55.1027645858176,46.9372486891079,64.7543918418025,56.11729235041,3,0.360089874226105
"259","chakroun",1,61.71648880152,57.2306848025155,76.2425524303472,66.4403899817402,3,0.318712699945536
"260","chakroun",1,54.6761406534519,47.009800488457,67.8776592241362,56.1424971297667,3,0.466922690235151
"261","chakroun",1,53.1484213465913,44.1845358202157,61.3498702045502,52.5485745391062,3,0.423368907186159
"262","chakroun",1,62.2445551304538,56.929575938011,69.9110571846982,64.5878241094034,3,0.315044449451307
"263","chakroun",1,53.4980706443772,53.0466790451576,63.9417534765118,57.7687082413582,3,0.574909367260261
"264","chakroun",1,59.9159548777014,58.5802050942867,71.3738298748976,67.4538526111151,3,0.42479440304669
"265","chakroun",1,57.7289076212179,57.6829525523129,69.0859861225339,69.7546421383879,3,0.337001164078174
"266","chakroun",1,50.0272809973074,53.9688308653488,64.0662158389829,62.1434713795492,3,0.384842245972322
